#========================================================================================================																																																						
#	Gmacs	Main	Data	File	Version	1.1:	BBRKC	Example																																														
#	GEAR_INDEX	DESCRIPTION																																																				
#	1	:	Pot	fishery	retained	catch.																																																
#	1	:	Pot	fishery	with	discarded	catch.																																															
#	2	:	Trawl	bycatch																																																		
#	3	:	Trawl	survey																																																		
#	Fisheries:	1	Pot	"Fishery,"	2	Pot	"Discard,"	3	Trawl	"by-catch,"	4	Tanner bycatch 5 fixed gear																																										
#	Surveys:	6	NMFS	Trawl	"Survey,"	7	BSFRF	Survey																																														
#========================================================================================================																																																						
1982	# Start	year																																																				
2018	2	1	2	0.0192255	0.05	2	1	1	0	0.3																																												
##	Trawl	fishery	discards																																																			
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																																												
1982	2	2	0	0.371749	0.04	2	1	1	0	0.8																																												
1983	2	2	0	0.479076	0.04	2	1	1	0	0.8																																												
1984	2	2	0	0.508994	0.04	2	1	1	0	0.8																																												
1985	2	2	0	0.43692		0.04	2	1	1	0	0.8																																											
1986	2	2	0	1.87665		0.04	2	1	1	0	0.8																																											
1987	2	2	0	0.00550147	0.04	2	1	1	0	0.8																																												
1988	2	2	0	0.67314		0.04	2	1	1	0	0.8																																											
1989	2	2	0	0.781351	0.04	2	1	1	0	0.8																																												
1990	2	2	0	0.597612	0.04	2	1	1	0	0.8																																												
1991	2	2	0	1.88148		0.04	2	1	1	0	0.8																																											
1992	2	2	0	1.78102		0.04	2	1	1	0	0.8																																											
1993	2	2	0	1.76296		0.04	2	1	1	0	0.8																																											
1994	2	2	0	3.54379		0.04	2	1	1	0	0.8																																											
1995	2	2	0	1.33748		0.04	2	1	1	0	0.8																																											
1996	2	2	0	0.922247	0.04	2	1	1	0	0.8																																												
1997	2	2	0	1.46969		0.04	2	1	1	0	0.8																																											
1998	2	2	0	1.01392		0.04	2	1	1	0	0.8																																											
1999	2	2	0	0.608396	0.04	2	1	1	0	0.8																																												
2000	2	2	0	0.529335	0.04	2	1	1	0	0.8																																												
2001	2	2	0	0.390457	0.04	2	1	1	0	0.8																																												
2002	2	2	0	0.230668	0.04	2	1	1	0	0.8																																												
2003	2	2	0	0.760142	0.04	2	1	1	0	0.8																																												
2004	2	2	0	0.954413	0.04	2	1	1	0	0.8																																												
2005	2	2	0	0.361823	0.04	2	1	1	0	0.8																																												
2006	2	2	0	0.833481	0.04	2	1	1	0	0.8																																												
2007	2	2	0	0.432416	0.04	2	1	1	0	0.8																																												
2008	2	2	0	0.266896	0.04	2	1	1	0	0.8																																												
2009	2	2	0	0.634181	0.04	2	1	1	0	0.8																																												
2010	2	2	0	0.171089	0.04	2	1	1	0	0.8																																												
2011	2	2	0	0.162402	0.04	2	1	1	0	0.8																																												
2012	2	2	0	0.219395	0.04	2	1	1	0	0.8																																												
2013	2	2	0	0.123002	0.04	2	1	1	0	0.8																																												
2014	2	2	0	0.161222	0.04	2	1	1	0	0.8																																												
2015	2	2	0	0.158505	0.04	2	1	1	0	0.8																																												
2016	2	2	0	0.0778903	0.04	2	1	1	0	0.8																																												
2017	2	2	0	0.0225171	0.04	2	1	1	0	0.8																																												
2018	2	2	0	0.017421	0.04	2	1	1	0	0.8																																												
##																																																						
##	RELATIVE	ABUNDANCE	DATA																																																			
##	Number	of	relative	abundance	indicies																																																	
6																																																						
##	Number	of	rows of index data																																																			
84																																																						
##	Survey	data																																																				
##  Mature: 1=mature; 2=immature; 0=combined																																																						
##  Index: indicates if a different q is estimated for the survey																																																						
##	Units:	of	Abundance:	1	=	"biomass,"	2	=	numbers		(Units for snow crab are in 1000 mt.)																																											
#Index Year	Season	Fleet	Sex Mature	Obs		CV		Units																																														
1	1982	1		3		2		1	144.395	0.138	1																																											
1	1983	1		3		2		1	90.1343	0.126	1																																											
1	1984	1		3		2		1	42.316	0.118	1																																											
1	1985	1		3		2		1	6.1218	0.106	1																																											
1	1986	1		3		2		1	15.7424	0.112	1																																											
1	1987	1		3		2		1	122.592	0.107	1																																											
1	1988	1		3		2		1	169.954	0.149	1																																											
2	1989	1		4		2		1	264.231	0.107	1																																											
2	1990	1		4		2		1	182.879	0.139	1																																											
2	1991	1		4		2		1	214.924	0.147	1																																											
2	1992	1		4		2		1	131.436	0.094	1																																											
2	1993	1		4		2		1	132.11	0.105	1																																											
2	1994	1		4		2		1	126.234	0.084	1																																											
2	1995	1		4		2		1	168.677	0.127	1																																											
2	1996	1		4		2		1	107.315	0.125	1																																											
2	1997	1		4		2		1	103.775	0.095	1																																											
2	1998	1		4		2		1	72.7295	0.09	1																																											
2	1999	1		4		2		1	30.8892	0.09	1																																											
2	2000	1		4		2		1	96.4577	0.136	1																																											
2	2001	1		4		2		1	77.2373	0.116	1																																											
2	2002	1		4		2		1	30.2215	0.227	1																																											
2	2003	1		4		2		1	41.7109	0.119	1																																											
2	2004	1		4		2		1	50.155	0.138	1																																											
2	2005	1		4		2		1	64.8537	0.113	1																																											
2	2006	1		4		2		1	51.9282	0.26	1																																											
2	2007	1		4		2		1	55.8924	0.147	1																																											
2	2008	1		4		2		1	57.1508	0.102	1																																											
2	2009	1		4		2		1	52.1622	0.128	1																																											
2	2010	1		4		2		1	98.0135	0.122	1																																											
2	2011	1		4		2		1	175.838	0.114	1																																											
2	2012	1		4		2		1	149.423	0.119	1																																											
2	2013	1		4		2		1	131.415	0.118	1																																											
2	2014	1		4		2		1	119.716	0.164	1																																											
2	2015	1		4		2		1	85.1268	0.118	1																																											
2	2016	1		4		2		1	55.3853	0.108	1																																											
2	2017	1		4		2		1	106.847	0.108	1																																											
2	2018	1		4		2		1	165.895	0.172	1																																											
2	2019	1		4		2		1	110.429	0.172	1																																											
3	1982	1		3		1		1	176.797	0.138	1																																											
3	1983	1		3		1		1	161.618	0.126	1																																											
3	1984	1		3		1		1	177.691	0.118	1																																											
3	1985	1		3		1		1	71.837	0.106	1																																											
3	1986	1		3		1		1	89.8051	0.112	1																																											
3	1987	1		3		1		1	194.578	0.107	1																																											
3	1988	1		3		1		1	259.439	0.149	1																																											
4	1989	1		4		1		1	299.223	0.107	1																																											
4	1990	1		4		1		1	443.789	0.139	1																																											
4	1991	1		4		1		1	466.607	0.147	1																																											
4	1992	1		4		1		1	235.515	0.094	1																																											
4	1993	1		4		1		1	183.876	0.105	1																																											
4	1994	1		4		1		1	171.326	0.084	1																																											
4	1995	1		4		1		1	220.466	0.127	1																																											
4	1996	1		4		1		1	288.408	0.125	1																																											
4	1997	1		4		1		1	326.752	0.095	1																																											
4	1998	1		4		1		1	206.382	0.09	1																																											
4	1999	1		4		1		1	95.8489	0.09	1																																											
4	2000	1		4		1		1	96.3889	0.136	1																																											
4	2001	1		4		1		1	136.5	0.116	1																																											
4	2002	1		4		1		1	93.1737	0.227	1																																											
4	2003	1		4		1		1	79.0687	0.119	1																																											
4	2004	1		4		1		1	79.5727	0.138	1																																											
4	2005	1		4		1		1	123.509	0.113	1																																											
4	2006	1		4		1		1	139.268	0.26	1																																											
4	2007	1		4		1		1	153.115	0.147	1																																											
4	2008	1		4		1		1	141.962	0.102	1																																											
4	2009	1		4		1		1	148.189	0.128	1																																											
4	2010	1		4		1		1	162.827	0.122	1																																											
4	2011	1		4		1		1	167.07	0.114	1																																											
4	2012	1		4		1		1	122.255	0.119	1																																											
4	2013	1		4		1		1	97.4605	0.118	1																																											
4	2014	1		4		1		1	163.467	0.164	1																																											
4	2015	1		4		1		1	80.0362	0.118	1																																											
4	2016	1		4		1		1	63.2106	0.108	1																																											
4	2017	1		4		1		1	83.9572	0.108	1																																											
4	2018	1		4		1		1	198.384	0.172	1																																											
4	2019	1		4		1		1	169.108	0.172	1																																											
## 2009 BSFRF + NMFS survey in the study area (BSFRF then NMFS; females then males)																																																						
5	2009	1		5		2		1	8.01001	1.64	1																																											
5	2009	1		5		1		1	68.4855	0.46	1																																											
2	2009	1		6		2		1	7.88725	1.79	1																																											
4	2009	1		6		1		1	32.2487		0.32	1																																										
## 2010 BSFRF + NMFS survey in the study area (BSFRF then NMFS; females then males)																																																						
6	2010	1		7		2		1	187.588	1.64	1																																											
6	2010	1		7		1		1	194.058	0.46	1																																											
2	2010	1		8		2		1	61.3995	1.79	1																																											
4	2010	1		8		1		1	78.0273		0.32	1																																										
## Number of length frequency matrices	 																																																					
17																																																						
## Number of rows in each matrix																																																						
37	27	24	28	28	7	31	7	31	7	31	7	31	2	2	2	2																																						
##	Number	of	bins	in	each	matrix	(columns	of	size	data)																																												
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22																																						
##	SIZE COMPOSITION DATA FOR ALL FLEETS																																																					
##	SIZE	COMP	LEGEND																																																			
##	Sex: 1	"= male,"	"2 = female, 0"	#NAME?																																																		
##	Type of	composition: 1	"= retained, 2 ="	"discard, 0 = total composition"																																																		
##	Maturity	state:	1	=	"mature,"	2	=	"immature,"	0	=	both	states	combined																																									
##	Shell	condition:	1	=	new	"shell,"	2	=	old	"shell,"	0	=	both	shell	types	combined																																						
##		##																																																				
#Retained	males																																																					
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	DataVec																																														
1982	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000194628	0.000389257	0.000973141	0.003697937	0.01985206	0.1329311	0.3435186	0.2763725	0.1405216	0.05663681	0.01848965	0.004865703	0.001557026		1.000000012																							
1983	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0.000238284	0.00039714	0.00127085	0.00833996	0.0518665	0.1884829	0.2749805	0.2584595	0.1475775	0.05409058	0.01199365	0.002303416		1.00000078																							
1984	2	1	1	1	0	0	100	0	0	0	0	0	0	0	6.74E-05	0	0.000202265	0.000134844	0.001685545	0.005326318	0.02117045	0.068568	0.1681495	0.2284249	0.2343583	0.1687563	0.0788161	0.02009168	0.00424758		0.999999182																							
1985	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	5.20E-05	0.000311705	0.00135072	0.00493532	0.02613126	0.09081	0.1857234	0.22105	0.2136211	0.149203	0.0753285	0.02576755	0.00571458		0.999999135																							
1986	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.001191021	0.00458085	0.03041682	0.100962	0.166193	0.2188732	0.2183231	0.1511677	0.0790655	0.02382047	0.00540541		0.999999071																							
1987	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.002413513	0.010324468	0.01863771	0.0754894	0.1863766	0.2288815	0.2153393	0.1543311	0.0821936	0.02252612	0.003486185		0.999999496																							
1988	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.00274904	0.00655697	0.02184975	0.0728395	0.1607883	0.2005376	0.2102102	0.1661033	0.1072941	0.041256	0.00981511		0.99999987																							
1989	2	1	1	1	0	0	100	0	0	0	0	0	0	0	6.23E-05	0.000218007	0.000342583	0.001463768	0.002616093	0.006882809	0.026129722	0.08770124	0.19701647	0.21859907	0.17951344	0.14366726	0.08944532	0.035753259	0.010588944		1.000000285																							
1990	2	1	1	1	0	0	100	0	0	0	0	0	0	0	5.15E-05	0.000103034	0.000103034	0.000231828	0.001133378	0.002910724	0.01586732	0.06279941	0.1744109	0.2589513	0.22495006	0.1528253	0.07802274	0.023311551	0.00432744		0.999999519																							
1991	2	1	1	1	0	0	100	0	0	0	0	0	0	0	8.63E-06	6.04E-05	0.00044891	0.00164457	0.004307819	0.008853038	0.02823387	0.09598057	0.2194569	0.2354923	0.1873771	0.12119732	0.06490647	0.02451313	0.007519251		1.000000278																							
1992	2	1	1	1	0	0	100	0	0	0	0	0	0	0	4.39E-05	2.39E-05	0.000159625	0.000706339	0.002498121	0.006520659	0.01686039	0.04560471	0.1193354	0.1895703	0.2408261	0.206191	0.11916401	0.0408958	0.011600738		1.000000992																							
1993	2	1	1	1	0	0	100	0	0	0	0	0	0	0	1.16E-05	8.67E-05	0.000392866	0.001230595	0.003582011	0.007140915	0.02004771	0.06094621	0.1506876	0.2116684	0.2207442	0.1743752	0.10031945	0.03753603	0.01123135		1.000000837																							
1994	2	1	1	1	0	0	100	0	0	0	0	0	0	0	1.92E-05	8.66E-05	0.000875303	0.003049135	0.007550693	0.013062235	0.03589706	0.09653342	0.1772922	0.2024356	0.1859587	0.1414533	0.08755915	0.03620487	0.012023422		1.000000888																							
1995	2	1	1	1	0	0	100	0	0	0	0	0	0	0	4.12E-05	0.000164675	0.000566071	0.002181944	0.007008981	0.01779523	0.04186866	0.1066478	0.1942345	0.212534	0.1875756	0.1290539	0.0694723	0.02375439	0.00710162		1.000000871																							
1996	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	3.92E-05	0.000101795	0.000501144	0.001667866	0.005426437	0.021995534	0.09553046	0.25378234	0.26240355	0.18853199	0.10470758	0.04646536	0.01499511	0.003852541		1.000000907																							
1997	2	1	1	1	0	0	100	0	0	0	0	0	0	0	5.79E-06	2.32E-05	0.00013322	0.00034753	0.000648722	0.001905626	0.007599317	0.04340065	0.15892557	0.24448163	0.24362449	0.16989594	0.08586883	0.033021099	0.010118883		1.000000497																							
1998	2	1	1	1	0	0	100	0	0	0	0	0	0	0	2.04E-05	2.72E-05	8.84E-05	0.000217505	0.000672906	0.001896371	0.009175992	0.04698112	0.16115777	0.24642648	0.24868972	0.17474506	0.08030698	0.024047925	0.005546384		1.000000213																							
1999	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0.000115662	0.00019277	0.000154216	0.000462608	0.001117987	0.001464934	0.00713185	0.03777944	0.1369695	0.2209718	0.26087113	0.19568198	0.10269848	0.02725523	0.007131857		0.999999444																							
2000	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000111771	0.00059606	0.00145297	0.003502005	0.007413731	0.02917074	0.1106102	0.1888829	0.2416361	0.2240517	0.13475139	0.0454884	0.012331374		0.999999341																							
2001	2	1	1	1	0	0	100	0	0	0	0	0	0	3.54E-05	0	0.000106259	0.000247911	0.00081452	0.001841482	0.004037127	0.01274875	0.05209288	0.1786244	0.2222889	0.2148166	0.1694528	0.0986614	0.0357674	0.00846377		0.999999599																							
2002	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000133109	0.000843021	0.002351588	0.00732097	0.02342715	0.0932647	0.2515753	0.2647083	0.1867517	0.1094596	0.0448576	0.01237909	0.00292839		1.000000518																							
2003	2	1	1	1	0	0	100	0	0	0	0	0	0	0	4.53E-05	0.000135943	0.000181258	0.000362516	0.000543774	0.001721951	0.00783941	0.04332066	0.1635401	0.2471451	0.2466923	0.1736453	0.0826989	0.0265543	0.005573685		1.000000497																							
2004	2	1	1	1	0	0	100	0	0	0	0	0	0	0	5.96E-05	5.96E-05	0.000357313	0.000595522	0.001191044	0.002858507	0.009409238	0.03400433	0.1037399	0.1752023	0.2204624	0.2190924	0.1505477	0.0653883	0.017031922		1.000000076																							
2005	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0.000330754	0.000236253	0.000330754	0.000507944	0.003260292	0.09551709	0.1702088	0.2282795	0.2348474	0.1664052	0.0746678	0.02540903		1.000000817																							
2006	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	9.68E-06	8.71E-05	0.000193575	0.000261327	0.000871089	0.23982037	0.3782075	0.2259125	0.0880768	0.0415799	0.0180896	0.00689128		1.000000721																							
2007	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000019935	0.000777465	0.2282624	0.3459186	0.2409614	0.11564253	0.05050204	0.01456589	0.003349085		0.999999345																							
2008	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-05	5.18E-05	0.000836956	0.2140314	0.3201024	0.2421985	0.13306147	0.06469005	0.02092393	0.004088491		0.999999797																							
2009	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	9.14E-05	0.12975046	0.242029	0.2383311	0.20556687	0.12551958	0.04709265	0.011586184		1.000000444																							
2010	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0.07396027	0.17169453	0.23428185	0.25903662	0.17872381	0.06618067	0.016079384		0.999999434																							
2011	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	1.71E-05	0	0.000188038	0.000529924	0.00116241	0.002119697	0.012376244	0.06553954	0.1421047	0.2175424	0.2559364	0.1942765	0.08312959	0.02507738		0.999999923																							
2012	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	2.16E-05	0	6.48E-05	0.000280596	0.000798619	0.003496659	0.02577164	0.12439049	0.2012736	0.2148499	0.2035398	0.144507	0.06088926	0.02011651		1.000000474																							
2013	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	5.13E-05	0.000128166	0.000128166	0.000974059	0.007126016	0.06300626	0.21834305	0.2590225	0.1983752	0.1289861	0.07969343	0.03355377	0.010612117		1.000000134																							
2014	2	1	1	1	0	0	100	0	0	0	0	0	0	0	2.19E-05	2.19E-05	2.19E-05	2.19E-05	0.000350263	0.00061296	0.00442207	0.04001753	0.2035682	0.2926005	0.2274296	0.1270362	0.06696588	0.02784588	0.00906305		0.999999733																							
2015	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000172921	0.000518762	0.000691683	0.000172921	0.00190213	0.02213387	0.1201802	0.2030092	0.1845063	0.172748	0.14923043	0.10236906	0.04236554		1.000001017																							
2016	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000255363	0	0	0.000766088	0.0020429	0.01762004	0.127681	0.2372316	0.2150155	0.1762003	0.1399391	0.0832482	0		1.000000091																							
2017	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0.000331675	0	0	0	0.000331675	0.003648425	0.0315091	0.2437815	0.288225	0.2271969	0.1217247	0.0623548	0.0169154	0.00398009		0.999999265																							
